,Title,Time,Link
127,"What will BNP Paribas Open 2021 look like? Unknowns remain as new year 
approaches","Nov 23, 2020",https://www.desertsun.com/story/sports/tennis/bnp/2020/11/23/questions-persist-bnp-paribas-open-2021/6247455002/
128,BNP Paribas Shrinks Midtown Offices and Renews in Jersey ...,"Jul 21, 2020",https://commercialobserver.com/2020/07/bnp-paribas-shrinks-columbus-circle-offices-and-renews-in-jersey-city/
129,NatWest Markets to use BNP Paribas for listed derivatives ...,"Nov 4, 2020",https://www.thetradenews.com/natwest-markets-to-use-bnp-paribas-for-listed-derivatives-trading-and-clearing/
130,BNP Paribas AM chooses head of corporate credit research,"Nov 5, 2020",https://www.pionline.com/money-management/bnp-paribas-am-chooses-head-corporate-credit-research
131,BNP Paribas- Goldman Sachs and Citi lead €14m funding for ...,"Jan 11, 2021",https://www.thetradenews.com/bnp-paribas-goldman-sachs-and-citi-lead-e14m-funding-for-collateral-mobility-fintech-hqlax/
132,France's BNP Paribas could name two COOs to succeed Bordenave- Les Echos,"Dec 18, 2020",https://www.reuters.com/article/france-bnpparibas-coo-idUSL1N2IY12V
133,BNP Paribas Asset Management names head of Asian equities,"Oct 9, 2020",https://www.pionline.com/money-management/bnp-paribas-asset-management-names-head-asian-equities
134,BNP Paribas Asset Management appoints new head of Latin ...,"Dec 23, 2020",https://www.thetradenews.com/bnp-paribas-asset-management-appoints-new-head-of-latin-america/
135,BNP Paribas Wealth Management Hires Hong Kong CEO,1 month ago,https://www.finews.asia/people/33665-ex-stanchart-banker-to-head-bnp-paribas-hong-kong-wealth-arm
136,bpost : and BNP Paribas Fortis announce new partnership ...,"Dec 23, 2020",https://m.marketscreener.com/quote/stock/BPOST-SA-16193932/news/bpost-nbsp-and-BNP-Paribas-Fortis-announce-new-partnership-model-for-bpost-bank-32078523/
137,BNP Paribas: Trading bolsters the bank- but for how long?,"Dec 10, 2020",https://www.euromoney.com/article/27syjz531d3hf1b9jy77k/banking/the-euromoney-25/bnp-paribas-trading-bolsters-the-bank-but-for-how-long
138,BNP Paribas hires JPMorgan's European activism head ...,1 month ago,https://www.fnlondon.com/articles/bnp-paribas-hires-jpmorgans-european-activism-head-moodley-20210212
139,Rubenstein Partners signs BNP Paribas to Chesterbrook ...,"Jul 30, 2020",https://www.bizjournals.com/philadelphia/news/2020/07/30/bnp-paribas-takes-big-lease-in-chesterbrook.html
140,BNP Paribas hires JPMorgan's European activism head ...,1 month ago,https://www.fnlondon.com/articles/bnp-paribas-hires-jpmorgans-european-activism-head-moodley-20210212
141,Rubenstein Partners signs BNP Paribas to Chesterbrook ...,"Jul 30, 2020",https://www.bizjournals.com/philadelphia/news/2020/07/30/bnp-paribas-takes-big-lease-in-chesterbrook.html
142,BNP Paribas Asset Management picks head of Latin America,"Dec 22, 2020",https://www.pionline.com/money-management/bnp-paribas-asset-management-picks-head-latin-america
143,Amundi and BNP Paribas among giants eyeing Lyxor ...,"Nov 20, 2020",https://www.etfstream.com/news/amundi-and-bnp-paribas-among-giants-eyeing-lyxor-acquisition-reports/
